B1;常州北站[B];辽河路长江路[B];辽河路衡山路[B];辽河路通江路[B];辽河路常澄路[B];常澄路龙栖路[B];通江路黄河路[B];通江路汉江路[B];通江路河海路[B];通江路太湖路[B];通江路龙城大道[B];通江路飞龙路[B];万福桥[B];西新桥[B];怀德路延陵路[B];怀德桥[B];劳动路广化街[B];兰陵路劳动路[B];兰陵路光华路[B];兰陵路中吴大道[B];兰陵路聚湖路[B];兰陵路人民路[B];兰陵路长虹路[B];兰陵路延政路[B];兰陵路滆湖路[B];轻工学院[B];机电学院[B];信息学院[B];武进汽车客运站[B];武进公交中心站[回车场]
H1;永宁路公交枢纽;龙锦路永宁路[阳光龙庭];绿洲家园;龙锦路天目山路(水木年华);奥体中心北[龙锦路晋陵路西];常州地税局[新区实验中学北门];行政中心北门;太湖路通江路;太湖明珠苑;太湖路泰山路[新北法院];太湖中路桥[泰山一村];太湖路华山路[前桥小区北];前桥小区;长江路飞龙路;银河湾第一城;蒋家塘[长江中路];芦墅广景园;三堡街小区;长江路勤业路;长江路星园路;长江路怀德路;清潭六村;清潭西站;长江路紫荆路;中吴大道长江路;常州车管所东;荡南;中吴大道兰陵路;中吴大道晋陵路(上海大众外汽集团);中吴大道和平路西;中吴大道和平路;富强村;中吴大道龙游路;丽华二村;丽华路中吴大道(丽华一村);丽华路光华路;丽华路劳动路;五角场新村;九龙小商品市场;红梅东村;竹林菜场;竹林路庙湾路;交通信息大厦;竹林北路公交站;龙城大道竹林路;龙城大道新堂路;永宁路龙城大道;永宁雅苑;永宁路公交枢纽
B2;红梅公交中心站[B];天宁寺[B];人民公园[B];瞿秋白纪念馆[B];怀德路劳动路[B];会馆浜桥[B];怀德路长江路[B];金谷花园[B];花园公交中心站[B];谭墅[B];怀德路龙江路[B];怀德路邹傅路[B];西林公园公交枢纽
H2;永宁路公交枢纽;永宁雅苑;永宁路龙城大道;龙城大道永宁路;龙城大道新堂路;竹林北路公交站;交通信息大厦;竹林路庙湾路;竹林菜场(竹林路飞龙路);红梅东村;红梅新村(九龙小商品市场);五角场新村;丽华路劳动路(朝阳新村);丽华路光华路;丽华北站;中吴大道丽华路;丽华二村;中吴大道龙游路;富强村;中吴大道和平路;上海大众外汽集团;中吴大道晋陵路;中吴大道兰陵路;荡南;常州车管所东;长江路中吴大道;长江路紫荆路(荆川里小区);清潭西站;清潭六村;长江路怀德路;长江路星园路;长江路勤业路;三堡街小区;芦墅广景园;蒋家塘[长江中路];银河湾第一城;长江路飞龙路;前桥小区;太湖路华山路[前桥小区北];太湖中路桥[泰山二村];太湖路泰山路[泰山三村];太湖明珠苑;太湖路通江路;行政中心北门;常州地税局[新区实验中学北门];奥体中心北[龙锦路晋陵路西];龙锦路天目山路(水木年华);绿洲家园;龙锦路永宁北路[景秀世家];永宁路公交枢纽
B10;常州北站[回车场];长江路科勒路;长江路金沙江路;汉江路长江路;汉江路华山路;汉江路泰山路;新北区政府北[区人才市场];汉江路通江路(凤凰大酒店);通江路河海路[B];通江路太湖路[B];三井桥;行政中心北门;常州地税局[新区实验中学北门];龙锦路晋陵路[东];龙锦路天目山路(水木年华);绿洲家园;龙锦路永宁北路[景秀世家];永宁雅苑;永宁路龙城大道;翠竹东站;翠竹新村;翠竹西站;永宁路飞龙路;武进医院;常州客运中心[回车场]
B11;武进公交中心站[B];武进汽车客运站[B];和平路鸣新路(信息学院);常州科教城;常州大学武进校区;滆湖路花园街;花园街永胜路;府东路花园街;武进区政府北门[东];府北路长虹路;路劲·又一城(半夜浜桥);新城南都;花园街广电路;定安路花园街(湖塘湾里小区);定安路兰陵路;兰陵路人民路[B];兰陵路聚湖路[B];兰陵路中吴大道[B];兰陵路光华路[B];兰陵路劳动路[B];广化桥;广化街吊桥路(苏宁电器);南大街;人民公园[B];和平路延陵路(文化宫);明都大饭店;新丰东桥(火车站);火车站公交中心站(东广场回车场)
B12;白家桥;天宁大饭店;兆丰花苑;朝阳桥;东坡公园(儿童医院);文笔塔[B];天宁寺[B];文化宫[B];人民公园[B];怀德路延陵路[B];西新桥[B];万福桥[B];通江路飞龙路[B];龙城大道通江路;常州规划馆(常州博物馆);行政中心西门;行政中心北门;常州地税局[新区实验中学北门];奥体中心北[龙锦路晋陵路西];晋陵路太湖路;河海大学东门;珠江花园;新天安城市花园;汉江路建东路;中华恐龙园[回车场]
B13;火车站公交中心站(西广场回车场);怡康花园;青山桥;西新桥[B];万福桥[B];通江路飞龙路[B];通江路龙城大道[B];通江路太湖路[B];通江路河海路[B];珠江路科四路(华山医院);常州政务服务中心(人力资源市场);新北区政府(高新科技园);嘉新花园;富都小区;黄河路泰山路;黄河路华山路;公交三公司;新盛花苑;长江路新桥大街;长江路红河路;嫩江路长江路;锦海星城
B15;嘉泽公交中心站;大名路人民路;嘉泽新苑北;嘉泽状元坊东;嘉泽幼儿园;花博园西;花博园北;环湖路丰泽路;腾龙路环湖路;腾龙路延政大道;腾龙路菱香路;稻香路腾龙路;稻香路祥云路;稻香路西太湖大道;湖滨花园北;绿杨路稻香路;绿杨路延政大道;武进电大;卢西大桥东;九洲金东方;九洲喜来登;延政大道凤林路;兰陵路延政大道;兰陵路长虹路;兰陵路广电路;兰陵路人民路;聚湖路兰陵路
B16;新北公交中心站[B];通江路黄河路[B];通江路汉江路[B];通江路河海路[B];通江路太湖路[B];通江路龙城大道[B];通江路飞龙路[B];万福桥[B];西新桥[B];怀德路延陵路[B];怀德桥[B];劳动路广化街[B];兰陵路光华路[B];兰陵路中吴大道[B];兰陵路聚湖路[B];兰陵路人民路[B];兰陵路广电路[B];兰陵路长虹路[B];兰陵路延政路[B];兰陵路滆湖路[B];轻工学院[B];机电学院[B];信息学院[B];武进汽车客运站[B];武进公交中心站[回车场]
B19;常州北站[B];辽河路长江路[B];辽河路衡山路[B];辽河路通江路[B];辽河路常澄路[B];常澄路龙栖路[B];通江路黄河路[B];通江路汉江路[B];通江路河海路[B];通江路太湖路[B];通江路龙城大道[B];通江路飞龙路[B];万福桥[B];西新桥[B];怀德路延陵路[B];怀德桥[B];劳动路广化街[B];兰陵路劳动路[B];兰陵路光华路[B];兰陵路中吴大道[B];兰陵路聚湖路[B];兰陵路人民路[B];兰陵路长虹路[B];淹城公交枢纽
B22;常州客运中心[回车场];武进医院;永宁路关河路;鹤园路局前街;第一医院;县直街;瞿秋白纪念馆[B];怀德路劳动路[B];会馆浜桥[B];怀德路长江路[B];金谷花园[B];花园公交中心站[回车场]
B23;虹景金桂园;物流公司;红梅新村(九龙小商品市场);红梅文化站;红梅东村;红梅街道[卫生服务中心];小东门商城;红梅公园;椿庭桥(妇幼保健医院);博爱路太平桥路;博爱路晋陵路;东横街健身路;北大街(新世纪商城);瞿秋白纪念馆[B];怀德路劳动路[B];常州梳篦博物馆(勤德家园);勤业新村;勤业四村;莱茵花苑;勤业路星湖路(欧尚五星店);勤业中学(市政管理处);五星街道(办);周家村(五星派出所);五星平岗;星港路龙江路;青枫公馆;钟楼区政府(青枫公园);星港路茶花路(景瑞曦城);星港花苑(枫逸人家);钟楼公交中心站
